Title,Description,Source,Fetched Date,Combined Text,Sentiment,Score
Boomerang CEOs Do they ever succeed,Five years after being ousted from WeWork Adam Neumann wants to rebuy the nowbankrupt business,BBC Business,2024-08-25T07:16:13.346548,boomerang ceo ever succeed . five year ousted wework adam neumann want rebuy nowbankrupt business,0.5423,Positive
How industry leaders transformed their career,The BBCs Katty Kay has spoken to successful changemakers to ask what made them pivot in their career,BBC Business,2024-08-25T07:16:13.346548,industry leader transformed career . bbcs katty kay spoken successful changemakers ask made pivot career,0.5859,Positive
Women were the original beer brewers what changed,Today the beer industry is maledominated but it wasnt always so,BBC Business,2024-08-25T07:16:13.346548,woman original beer brewer changed . today beer industry maledominated wasnt always,0.3182,Positive
How waiting alters our perception of time,Expert advice on how to get through a waiting period,BBC Business,2024-08-25T07:16:13.346548,waiting alters perception time . expert advice get waiting period,0.0,Neutral
Do the superrich deserve their wealth,Should there be a cap on billionaires wealth and their inheritances,BBC Business,2024-08-25T07:16:13.346548,superrich deserve wealth . cap billionaire wealth inheritance,0.7506,Positive
Four simple hacks to succeed in every conversation,A career coach a choreographer a chef and a dragon boat captain offer advice on giving critical feedback,BBC Business,2024-08-25T07:16:13.346548,four simple hack succeed every conversation . career coach choreographer chef dragon boat captain offer advice giving critical feedback,0.5106,Positive
Solo and hybrid work Navigating our future and new normal,Covid19 reshaped the way we live and work We rethink solo working and explore the future of worklife,BBC Business,2024-08-25T07:16:13.346548,solo hybrid work navigating future new normal . covid19 reshaped way live work rethink solo working explore future worklife,0.0,Neutral
Can supersonic flight ever be sustainable,How a new era of quiet net zero supersonic airliners could revolutionise the aviation industry,BBC Business,2024-08-25T07:16:13.346548,supersonic flight ever sustainable . new era quiet net zero supersonic airliner could revolutionise aviation industry,0.0,Neutral
Commencement speech The surprising pitfall of your passions,Students are graduating in the US this week The commencement speeches might lead them into questionable choices,BBC Business,2024-08-25T07:16:13.346548,commencement speech surprising pitfall passion . student graduating u week commencement speech might lead questionable choice,0.4404,Positive
ASMR How whispering took over the internet,We meet the creators behind the current ASMR boom,BBC Business,2024-08-25T07:16:13.346548,asmr whispering took internet . meet creator behind current asmr boom,0.0,Neutral
A desk full of descriptions for your work colleagues,These are the long lost words youve been waiting for to describe your colleagues,BBC Business,2024-08-25T07:16:13.346548,desk full description work colleague . long lost word youve waiting describe colleague,-0.3182,Negative
Veterinarian suicide rates are very high Why,Veterinarian professionals are committing suicide at a higher rate than the general population,BBC Business,2024-08-25T07:16:13.346548,veterinarian suicide rate high . veterinarian professional committing suicide higher rate general population,-0.8658,Negative
Charities fear double energy price hit for pensioners,Rising energy prices and the withdrawal of financial support will hit some hard charities say,BBC Business,2024-08-25T07:16:13.346548,charity fear double energy price hit pensioner . rising energy price withdrawal financial support hit hard charity say,0.7906,Positive
Royal Mail fails to meet spring delivery targets,Royal Mail delivered less than 80 of first class post on time between April and the end of June,BBC Business,2024-08-25T07:16:13.346548,royal mail fails meet spring delivery target . royal mail delivered less 80 first class post time april end june,-0.4215,Negative
Typical household energy bill up 149 a year in October,Energy regulator Ofgem announces price changes for 27 million households in England Wales and Scotland,BBC Business,2024-08-25T07:16:13.346548,typical household energy bill 149 year october . energy regulator ofgem announces price change 27 million household england wale scotland,0.4939,Positive
Shein reveals child labour cases at suppliers,The Chinese fast fashion giant has been tightening scrutiny of firms that make the clothes it sells,BBC Business,2024-08-25T07:16:13.346548,shein reveals child labour case supplier . chinese fast fashion giant tightening scrutiny firm make clothes sell,0.0,Neutral
Starbucks new boss under fire for 1000mile commute,Job offer which allows new boss to commute to and from work on corporate jet sparked criticism,BBC Business,2024-08-25T07:16:13.346548,starbucks new bos fire 1000mile commute . job offer allows new bos commute work corporate jet sparked criticism,-0.6486,Negative
Plan to hike UK windfall tax sparks energy jobs warning,Firms across the supply chain to the oil and gas industry have warned that official plans threaten investment,BBC Business,2024-08-25T07:16:13.346548,plan hike uk windfall tax spark energy job warning . firm across supply chain oil gas industry warned official plan threaten investment,-0.4767,Negative
Child benefit claims rise after income rule change,The number of new claims rose in April after a rule change on how much parents can earn and still be eligible,BBC Business,2024-08-25T07:16:13.346548,child benefit claim rise income rule change . number new claim rose april rule change much parent earn still eligible,0.5106,Positive
Bangladesh to raise rates says new bank chief,Soaring prices have been a major concern for the country as its currency comes under pressure,BBC Business,2024-08-25T07:16:13.346548,bangladesh raise rate say new bank chief . soaring price major concern country currency come pressure,-0.296,Negative
McDonalds to open 200 new restaurants in growth drive,Drive to sites with a small seating area and no drivethrough will be tested as part of the offer,BBC Business,2024-08-25T07:16:13.346548,mcdonalds open 200 new restaurant growth drive . drive site small seating area drivethrough tested part offer,0.3818,Positive
Why I cycled 1500km to avoid a flight,Looking for alternatives to flying Matilda Welin decided to embark on a longdistance cycle from London to Sweden Heres what she learned,BBC Earth,2024-08-25T07:16:13.414552,cycled 1500km avoid flight . looking alternative flying matilda welin decided embark longdistance cycle london sweden here learned,-0.296,Negative
Honey not marmalade is saving the real Paddington Bear,Drought and conflict with farmers are threatening Bolivias Andean bear the reallife Paddington Bear Now a beekeeping project is helping protect this endangered species,BBC Earth,2024-08-25T07:16:13.414552,honey marmalade saving real paddington bear . drought conflict farmer threatening bolivia andean bear reallife paddington bear beekeeping project helping protect endangered specie,-0.2263,Neutral
The deceptive power of a category 1 hurricane,Dont be lured into a false sense of security by a category one hurricane storm surge and flooding mean they can be as dangerous as a category five,BBC Earth,2024-08-25T07:16:13.414552,deceptive power category 1 hurricane . dont lured false sense security category one hurricane storm surge flooding mean dangerous category five,-0.1779,Neutral
The scientists drilling into an active Icelandic volcano,Scientists are preparing to drill into the rock of an Icelandic volcano to learn more about how volcanoes behave,BBC Earth,2024-08-25T07:16:13.414552,scientist drilling active icelandic volcano . scientist preparing drill rock icelandic volcano learn volcano behave,0.4019,Positive
Earths spectacular and remote capital of lightning,With storms occurring between 140 to 160 nights a year its no wonder the area is a world record holder,BBC Earth,2024-08-25T07:16:13.414552,earth spectacular remote capital lightning . storm occurring 140 160 night year wonder area world record holder,0.0,Neutral
Less is more Can degrowth save the world,The degrowth movement questions the feasibility of the idea of endless economic growth on a finite planet,BBC Earth,2024-08-25T07:16:13.414552,less degrowth save world . degrowth movement question feasibility idea endless economic growth finite planet,0.6728,Positive
How fixing how we farm might stop the next pandemic,Land use for food and agriculture around the world is putting pressure on climate and biodiversity,BBC Earth,2024-08-25T07:16:13.414552,fixing farm might stop next pandemic . land use food agriculture around world putting pressure climate biodiversity,-0.5267,Negative
How electric vehicles could improve our mental health,Noise and air pollution are major threats and EVs can therefore offer a promising solution,BBC Earth,2024-08-25T07:16:13.414552,electric vehicle could improve mental health . noise air pollution major threat ev therefore offer promising solution,0.5423,Positive
How greening our cities can reduce heat stress,Heat is the most deadly extreme weather phenomenon and cities are seeking ways to cool their urban cores,BBC Earth,2024-08-25T07:16:13.414552,greening city reduce heat stress . heat deadly extreme weather phenomenon city seeking way cool urban core,-0.128,Neutral
How climate chaos is threatening the real Paddington bear,Drought forces the real Paddington Bear into deadly conflict with cattle farmers in the Andes,BBC Earth,2024-08-25T07:16:13.414552,climate chaos threatening real paddington bear . drought force real paddington bear deadly conflict cattle farmer andes,-0.8555,Negative
Tidal kites New technology harnessing ocean energy,These mechanical creatures lurk beneath the waters surface and power homes in the Faroe Islands,BBC Earth,2024-08-25T07:16:13.414552,tidal kite new technology harnessing ocean energy . mechanical creature lurk beneath water surface power home faroe island,0.0772,Neutral
Malaysias adventure hotspot that crosses seven habitats,An 11mile hike in the Bako National Park in Malaysia transports travellers through seven distinct habitats,BBC Earth,2024-08-25T07:16:13.414552,malaysia adventure hotspot cross seven habitat . 11mile hike bako national park malaysia transport traveller seven distinct habitat,0.3182,Positive
The global phenomenon swallowing whole neighbourhoods,Giant ravines Entire communities are disappearing because of an extreme form of soil erosion,BBC Earth,2024-08-25T07:16:13.414552,global phenomenon swallowing whole neighbourhood . giant ravine entire community disappearing extreme form soil erosion,0.0,Neutral
A tale of the US through abandoned buildings,Two urban explorers stories of decay tell a tale of a changing American cultural landscape,BBC Earth,2024-08-25T07:16:13.414552,tale u abandoned building . two urban explorer story decay tell tale changing american cultural landscape,-0.6908,Negative
What makes the emperor penguin an eggcellent father,In the BBC Select documentary Penguins Spy in the Huddle we explore the world of penguin fathers,BBC Earth,2024-08-25T07:16:13.414552,make emperor penguin eggcellent father . bbc select documentary penguin spy huddle explore world penguin father,0.0,Neutral
The floating houses that are resilient to extreme weather,The floating houses built to withstand typhoons and flooding in the Philippines,BBC Earth,2024-08-25T07:16:13.414552,floating house resilient extreme weather . floating house built withstand typhoon flooding philippine,0.0,Neutral
What its like to camp in Antarctica,Marc Cieslak spends a night on ice camping under the stars,BBC Earth,2024-08-25T07:16:13.414552,like camp antarctica . marc cieslak spends night ice camping star,0.3612,Positive
Why sunsets on Mars are tinted blue,The reason behind the Red Planets nickname is also why its sunrises and sunsets look pale blue,BBC Earth,2024-08-25T07:16:13.414552,sunset mar tinted blue . reason behind red planet nickname also sunrise sunset look pale blue,0.0,Neutral
Molossia A small unrecognised nation within the US,With its own currency and head of state this American micronation has become an odd tourist destination,BBC Earth,2024-08-25T07:16:13.414552,molossia small unrecognised nation within u . currency head state american micronation become odd tourist destination,-0.3182,Negative
Can these 3Dprinted sea walls protect marine wildlife,One team is on a mission to create 3D printed sea walls with environmental benefits,BBC Earth,2024-08-25T07:16:13.414552,3dprinted sea wall protect marine wildlife . one team mission create 3d printed sea wall environmental benefit,0.7717,Positive
Ghost towns What nature does without us,Ghost towns are remnants of lost communities but also a testament to natures persistence,BBC Earth,2024-08-25T07:16:13.414552,ghost town nature without u . ghost town remnant lost community also testament nature persistence,-0.7096,Negative
Spectacular Nasa footage of solar activity behind the aurora,Our stars activity is increasing and that could mean more supercharged light shows on Earth,BBC Earth,2024-08-25T07:16:13.414552,spectacular nasa footage solar activity behind aurora . star activity increasing could mean supercharged light show earth,0.0,Neutral
A visit to one of Antarcticas stunning penguin colonies,Marc Cieslak finds out how gentoo penguins are adapting to a warming climate,BBC Earth,2024-08-25T07:16:13.414552,visit one antarctica stunning penguin colony . marc cieslak find gentoo penguin adapting warming climate,0.4939,Positive
Dorsets Big Picture Sundays image of the county,Showcasing the best images sent to us from around Dorset,BBC Earth,2024-08-25T07:16:13.414552,dorsets big picture sunday image county . showcasing best image sent u around dorset,0.6369,Positive
Hampshire Isle of Wight Sundays Big Picture,Showcasing the best images sent to us from around Hampshire Isle of Wight,BBC Earth,2024-08-25T07:16:13.414552,hampshire isle wight sunday big picture . showcasing best image sent u around hampshire isle wight,0.6369,Positive
Oxfordshires Big Picture Sundays image of the county,Showcasing the best images sent to us from around Oxfordshire,BBC Earth,2024-08-25T07:16:13.414552,oxfordshires big picture sunday image county . showcasing best image sent u around oxfordshire,0.6369,Positive
Your pictures across the West Midlands,Photos sent in by BBC Weather Watchers show the beauty of the West Midlands,BBC Earth,2024-08-25T07:16:13.414552,picture across west midland . photo sent bbc weather watcher show beauty west midland,0.5859,Positive
Berkshires Big Picture Sundays image of the county,Showcasing the best images sent to us from around Berkshire,BBC Earth,2024-08-25T07:16:13.414552,berkshire big picture sunday image county . showcasing best image sent u around berkshire,0.6369,Positive
Owners of evacuated homes say they remain in limbo,Seven years since an evacuation order owners say they remain in a state of uncertainty,BBC Earth,2024-08-25T07:16:13.414552,owner evacuated home say remain limbo . seven year since evacuation order owner say remain state uncertainty,-0.34,Negative
Wallaby in Cornwall dies after vehicle collision,Officers who found the wallaby hit by a vehicle on the A39 said it sadly died on Friday night,BBC Earth,2024-08-25T07:16:13.414552,wallaby cornwall dy vehicle collision . officer found wallaby hit vehicle a39 said sadly died friday night,-0.836,Negative
Dorsets Big Picture Saturdays image of the county,Showcasing the best images sent to us from around Dorset,BBC Earth,2024-08-25T07:16:13.414552,dorsets big picture saturday image county . showcasing best image sent u around dorset,0.6369,Positive
Hampshire Isle of Wight Saturdays Big Picture,Showcasing the best images sent to us from around Hampshire Isle of Wight,BBC Earth,2024-08-25T07:16:13.414552,hampshire isle wight saturday big picture . showcasing best image sent u around hampshire isle wight,0.6369,Positive
Chappell Roan Says Shes Scared and Tired of Fans Trying to Normalize Predatory Behavior,Chappell Roan is addressing the ongoing concerning behavior shes experienced from people who claim to be her fans The Good Luck Babe singer who climbed her way to fame within the past year took to Instagram on Friday to share a lengthy note pleading for people to stop touching me stop being weird to my,Hollywood Reporter,2024-08-25T07:16:13.597830,chappell roan say shes scared tired fan trying normalize predatory behavior . chappell roan addressing ongoing concerning behavior shes experienced people claim fan good luck babe singer climbed way fame within past year took instagram friday share lengthy note pleading people stop touching stop weird,0.5719,Positive
Bill Maher Is Confused Why Charli XCX Labeled Kamala Harris Brat It Sounds Like Trump,Bill Maher has realized hes behind on current internet slang namely Brat Summer after being on a monthlong hiatus from Real Time While chatting with CNN anchor Kaitlan Collins on Fridays episode the host attempted to understand the viral phenomenon which started after Charli XCX dropped her latest studio album titled Brat in June thats,Hollywood Reporter,2024-08-25T07:16:13.597830,bill maher confused charli xcx labeled kamala harris brat sound like trump . bill maher realized he behind current internet slang namely brat summer monthlong hiatus real time chatting cnn anchor kaitlan collins friday episode host attempted understand viral phenomenon started charli xcx dropped latest studio album titled brat june thats,0.0516,Neutral
Girl Group KATSEYE Is Ready to Do It Their Own Way,Last year Kpop giant Hybe and Geffen Records announced the six members selected to be part of their first global girl group KATSEYE Billed as an international group with final members hailing from America the Philippines South Korea and Switzerland the group was created using Kpop artist development methodologies through the audition program The Debut,Hollywood Reporter,2024-08-25T07:16:13.597830,girl group katseye ready way . last year kpop giant hybe geffen record announced six member selected part first global girl group katseye billed international group final member hailing america philippine south korea switzerland group created using kpop artist development methodology audition program debut,0.5423,Positive
Cheryl Hines Enthusiasm for Donald Trump Could Not Be More Curbed,Cheryl Hines who shot to fame playing the beleaguered wife of Larry David on Curb Your Enthusiasm has faced her share of reallife headaches as the wife of Robert F Kennedy Jr But the actress is about to face her biggest challenge yet as her husband suspends his independent campaign for president and throws his,Hollywood Reporter,2024-08-25T07:16:13.597830,cheryl hines enthusiasm donald trump could curbed . cheryl hines shot fame playing beleaguered wife larry david curb enthusiasm faced share reallife headache wife robert f kennedy jr actress face biggest challenge yet husband suspends independent campaign president throw,0.9001,Positive
RFK Jr Ends Campaign Backs Trump as Wife Cheryl Hines Says All Parties Are Truly Good People,Robert F Kennedy Jr has called off his longshot presidential campaign and has thrown his support behind Republican presidential nominee Donald Trump The move is a stunning bit of political calculus from a scion of Americas most storied Democratic dynasty Teased earlier this week by the candidate and his running mate Nicole Shanahan the news,Hollywood Reporter,2024-08-25T07:16:13.597830,rfk jr end campaign back trump wife cheryl hines say party truly good people . robert f kennedy jr called longshot presidential campaign thrown support behind republican presidential nominee donald trump move stunning bit political calculus scion america storied democratic dynasty teased earlier week candidate running mate nicole shanahan news,0.891,Positive
Would a Taylor Swift Endorsement Actually Impact the Presidential Race,Bad blood appears to abound between supporters for Vice President Kamala Harris and former President Donald Trump heading into Novembers tight presidential election While both sides have enlisted varying degrees of star power at their respective national conventions there appears to be one figure whose endorsement the two candidates seemingly covet Taylor Swift Trump took,Hollywood Reporter,2024-08-25T07:16:13.597830,would taylor swift endorsement actually impact presidential race . bad blood appears abound supporter vice president kamala harris former president donald trump heading november tight presidential election side enlisted varying degree star power respective national convention appears one figure whose endorsement two candidate seemingly covet taylor swift trump took,0.765,Positive
Ronda Rousey Apologizes for 2013 Sandy Hook Tweet I Should Have Been Canceled,Ronda Rousey has apologized for her 2013 tweet about the Sandy Hook Elementary School shooting The former MMA fighter shared a statement on social media expressing her regret over sharing a conspiracy theory video that suggested that the shooting had been staged I cant say how many times Ive redrafted this apology over the last,Hollywood Reporter,2024-08-25T07:16:13.597830,ronda rousey apologizes 2013 sandy hook tweet canceled . ronda rousey apologized 2013 tweet sandy hook elementary school shooting former mma fighter shared statement social medium expressing regret sharing conspiracy theory video suggested shooting staged cant say many time ive redrafted apology last,0.5574,Positive
Nicole Avant Reflects on Resilience and Coping with Loss No One Is Exempt,Nicole Avant spent much of her childhood summers in holiday enclaves like Oak Bluffs in Marthas Vineyard and Sag Harbor in Long Island vacation havens created by the Black middleclass elites as they were often denied entry elsewhere My parents took me there and it was great for me growing up to see Black doctors,Hollywood Reporter,2024-08-25T07:16:13.597830,nicole avant reflects resilience coping loss one exempt . nicole avant spent much childhood summer holiday enclave like oak bluff marthas vineyard sag harbor long island vacation haven created black middleclass elite often denied entry elsewhere parent took great growing see black doctor,0.802,Positive
Kamala Harris Is Campaigning as a Prosecutor Popular Entertainment Has Long Favored Their Antagonist,As she accepted the Democratic nomination Thursday night Kamala Harris played up her attorneygeneral past As a prosecutor when I had a case I charged it not in the name of the victim but in the name of the people she told the United Center crowd This follows a strategy she has pursued since ramping up,Hollywood Reporter,2024-08-25T07:16:13.597830,kamala harris campaigning prosecutor popular entertainment long favored antagonist . accepted democratic nomination thursday night kamala harris played attorneygeneral past prosecutor case charged name victim name people told united center crowd follows strategy pursued since ramping,0.836,Positive
DNC Day 4 Kamala Harris Accepts Nomination Capping FourNight Reintroduction to Voters,Vice President Kamala Harris strode onto the DNC stage at 1030 pm on the conventions closing night just after her beloved sister laid a firm foundation for her reintroduction to America something dozens of the most powerful people in the Democratic party also spent the past four nights doing Harris presented herself to the,Hollywood Reporter,2024-08-25T07:16:13.597830,dnc day 4 kamala harris accepts nomination capping fournight reintroduction voter . vice president kamala harris strode onto dnc stage 1030 pm convention closing night beloved sister laid firm foundation reintroduction america something dozen powerful people democratic party also spent past four night harris presented,0.8779,Positive
Kerry Washington Invokes Olivia Pope at DNC Has Scandal Reunion With Tony Goldwyn Onstage,The Democratic National Convention delighted Scandal fans everywhere when it announced that Kerry Washington and Tony Goldwyn would be among the weeks lineup of nightly Hollywood hosts The pair played out having proximity to the White House onscreen when they starred opposite each other as Washington DC fixer Olivia Pope and President Fitzgerald Fitz Grant,Hollywood Reporter,2024-08-25T07:16:13.597830,kerry washington invokes olivia pope dnc scandal reunion tony goldwyn onstage . democratic national convention delighted scandal fan everywhere announced kerry washington tony goldwyn would among week lineup nightly hollywood host pair played proximity white house onscreen starred opposite washington dc fixer olivia pope president fitzgerald fitz grant,0.5719,Positive
Rep Beyonc Is Not Performing at DNC Was Never Scheduled to Attend Exclusive,A representative for Beyonc says the singer will not attend the 2024 Democratic National Convention Beyonc was never scheduled to be there the Grammywinning stars rep tells The Hollywood Reporter The report of a performance is untrue Rumors about the pop star attending and performing at this years DNC celebrating Vice President Kamala Harris historic,Hollywood Reporter,2024-08-25T07:16:13.597830,rep beyonc performing dnc never scheduled attend exclusive . representative beyonc say singer attend 2024 democratic national convention beyonc never scheduled grammywinning star rep tell hollywood reporter report performance untrue rumor pop star attending performing year dnc celebrating vice president kamala harris historic,0.5155,Positive
TPG nears 150M funding in Indias Eruditus at 23B valuation,Eruditus an Indian edtech startup is in advanced stages of talks to secure about 150 million in new funding two sources familiar with the matter told TechCrunch in what would,TechCrunch,2024-08-25T07:16:13.884931,tpg nears 150m funding india eruditus 23b valuation . eruditus indian edtech startup advanced stage talk secure 150 million new funding two source familiar matter told techcrunch would,0.5423,Positive
Telegram founder Pavel Durov reportedly arrested in France,Pavel Durov founder and CEO of messaging app Telegram was arrested on Saturday evening while leaving his private jet at Frances Bourget airport according to French television network TF1 Reports,TechCrunch,2024-08-25T07:16:13.884931,telegram founder pavel durov reportedly arrested france . pavel durov founder ceo messaging app telegram arrested saturday evening leaving private jet france bourget airport according french television network tf1 report,-0.7351,Negative
Apple reportedly announcing iPhone 16 lineup and more on Sept 10,Apple will be unveiling new products on September 10 with the announced phones going on sale on September 20 according to a report from Bloombergs Mark Gurman That lineup will,TechCrunch,2024-08-25T07:16:13.884931,apple reportedly announcing iphone 16 lineup sept 10. apple unveiling new product september 10 announced phone going sale september 20 according report bloombergs mark gurman lineup,0.0,Neutral
The fallout after Bolts aggressive fundraising attempt has been wild,After fintech Bolt surprised the industry with a leaked term sheet that revealed it is trying to raise at a 14 billion valuation things got weird,TechCrunch,2024-08-25T07:16:13.884931,fallout bolt aggressive fundraising attempt wild . fintech bolt surprised industry leaked term sheet revealed trying raise 14 billion valuation thing got weird,-0.4019,Negative
Starliner will return to Earth uncrewed astronauts staying on ISS until February,Boeings Starliner mission is coming back to Earth empty After months of data analysis and internal deliberation NASA leadership announced today that Starliner will be coming back to Earth,TechCrunch,2024-08-25T07:16:13.884931,starliner return earth uncrewed astronaut staying iss february . boeings starliner mission coming back earth empty month data analysis internal deliberation nasa leadership announced today starliner coming back earth,-0.2023,Neutral
Do you know where your children are Maybe on X,A surprising number of iPad kids aka Generation Alphas 7 to 9yearold demographic are using X according to new data from parental control software maker Qustodio The firm,TechCrunch,2024-08-25T07:16:13.884931,know child maybe x. surprising number ipad kid aka generation alpha 7 9yearold demographic using x according new data parental control software maker qustodio firm,0.34,Positive
Google just made a 250M deal with California to support journalism heres what it means,This week Google joined a 250 million deal with the state of California to support California newsrooms While the deal offers a muchneeded cash infusion for an industry thats seen,TechCrunch,2024-08-25T07:16:13.884931,google made 250m deal california support journalism here mean . week google joined 250 million deal state california support california newsroom deal offer muchneeded cash infusion industry thats seen,0.6597,Positive
X shareholders as of June 2023 included funds tied to Bill Ackman Binance and Sean Diddy Combs,A court order recently forced Elon Musks X to reveal its full list of shareholders as of June 2023 to the public Many of the recognizable tech industry names had,TechCrunch,2024-08-25T07:16:13.884931,x shareholder june 2023 included fund tied bill ackman binance sean diddy comb . court order recently forced elon musk x reveal full list shareholder june 2023 public many recognizable tech industry name,-0.4588,Negative
VCs are so eager for AI startups theyre buying into each others SPVs at high prices,VCs are increasingly buying shares of latestage startups on the secondary market as they try to get pieces of the hottest ones especially AI companies But they are also increasingly doing so through financial instruments called special purpose vehicles SVPs Some of those SPVs are becoming such hot commodities,TechCrunch,2024-08-25T07:16:13.884931,vcs eager ai startup theyre buying others spvs high price . vcs increasingly buying share latestage startup secondary market try get piece hottest one especially ai company also increasingly financial instrument called special purpose vehicle svps spvs becoming hot commodity,0.7506,Positive
The top AI deals in Europe this year,Cumulatively there have been more than 1700 funding rounds for AI startups in Europe so far in 2024,TechCrunch,2024-08-25T07:16:13.884931,top ai deal europe year . cumulatively 1700 funding round ai startup europe far 2024,0.2023,Neutral
The founder building a wealthmanagement product her grandmother would have loved,After two years of building the company the company quietly launched its beta in June and is officially announcing it today right here in TechCrunch,TechCrunch,2024-08-25T07:16:13.884931,founder building wealthmanagement product grandmother would loved . two year building company company quietly launched beta june officially announcing today right techcrunch,0.6597,Positive
